date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn,score,basket,average-5-periods-return,5-periods-winning,average-10-periods-return,10-periods-winning,average-20-periods-return,20-periods-winning
2018-10-29,sh.601869,33.937758,34.240691,33.175833,33.368609,34.332489,5626736,206480304.0,2,7.424064,1,-2.807495,0,0.0,1.0,7.424064,-0.43631783561815474,0.0,0.05969739403881058,true,0.10729023795987414,true,0.07125172643546529,true
2018-10-30,sh.601869,33.139114,33.83678,32.046717,33.478767,33.368609,6108091,219426279.0,2,8.059177,1,0.330131,0,0.0,1.0,8.059177,-0.4945543810824353,0.0,0.028790785514890782,true,0.09432411295194965,true,0.09295312458789184,true
2018-10-31,sh.601869,33.644004,34.396748,33.634824,34.011196,33.478767,6803384,252226942.0,2,8.976564,1,1.590343,0,0.0,1.0,8.976564,-0.39827050636637273,0.0,0.03319839149437742,true,0.08286100847497391,true,0.0769230814464743,true
2018-11-01,sh.601869,34.29577,35.296369,34.011196,34.396748,34.011196,9054205,342033835.0,2,11.946357,1,1.133609,0,0.0,1.0,11.946357,-0.27083506316517425,2.0,0.005871369002674154,true,0.08726981980970994,true,-0.004803855294692516,false
2018-11-02,sh.601869,35.131133,35.525865,34.607884,35.461606,34.396748,9593567,366792944.0,2,12.658006,1,3.095809,0,0.0,1.0,12.658006,-0.12088489969214755,2.0,0.024592287219027842,true,0.04478384312317929,true,-0.04038311180830345,false
2018-11-05,sh.601869,36.21435,36.379587,34.76394,35.360628,35.461606,10705774,416542266.0,2,14.125481,1,-0.284754,0,0.0,1.0,14.125481,-0.06571907837179321,2.0,0.04491173064007792,true,0.03374869360351873,true,0.003634465994212688,true
2018-11-06,sh.601869,34.883278,34.892458,33.855139,34.442647,35.360628,6846774,255275643.0,2,9.033814,1,-2.596054,0,0.0,1.0,9.033814,-0.18651791021010725,2.0,0.06369937246693036,true,0.02638592208084356,true,0.04157781485261558,true
2018-11-07,sh.601869,34.424287,36.003215,34.194792,35.140313,34.442647,8937705,343106748.0,2,11.792644,1,2.025582,0,0.0,1.0,11.792644,-0.04554668846452661,2.0,0.048066874077074884,true,0.010449309316055366,true,0.007053295171275176,true
2018-11-08,sh.601869,35.415707,35.691101,34.516086,34.598704,35.140313,5685973,217082153.0,2,7.502223,1,-1.541275,0,0.0,1.0,7.502223,-0.12153817969717677,2.0,0.0809233201336097,true,0.0639426840959132,true,-0.018041918564348447,false
2018-11-09,sh.601869,34.635423,36.70088,34.525265,36.333688,34.598704,13416319,526491178.0,2,17.701846,1,5.014601,0,0.0,1.0,17.701846,0.03918822481269844,2.0,0.019706917723298467,true,-0.034866100022656776,false,-0.052804438679607935,false
2018-11-12,sh.601869,35.810439,37.058893,35.801259,36.948735,36.333688,10443860,415616004.0,2,13.779905,1,1.69277,0,0.0,1.0,13.779905,0.05605219272079122,2.0,-0.010683234486918103,false,-0.03254658109404818,false,-0.04521738024319366,false
2018-11-13,sh.601869,36.25107,36.847757,35.984855,36.636622,36.948735,8946555,355277968.0,2,11.804321,1,-0.844721,0,0.0,1.0,11.804321,0.07310425174945466,2.0,-0.03507894368645681,false,-0.0012528174677240989,false,-0.029566535910434122,false
2018-11-14,sh.601869,36.443846,37.976874,36.287789,36.829398,36.636622,9838604,399179418.0,2,12.981314,1,0.526182,0,0.0,1.0,12.981314,0.10871781310043287,2.0,-0.03589233253283142,false,-0.005483554197654672,false,-0.0558571171866562,false
2018-11-15,sh.601869,36.774319,37.426085,36.425486,37.398546,36.829398,8063353,324938469.0,2,10.639001,1,1.545371,0,0.0,1.0,10.639001,0.24535522110635277,3.0,-0.01570938078715678,false,-0.08468337244982749,false,-0.05555403143213111,false
2018-11-16,sh.601869,37.453625,37.453625,36.627442,37.049713,37.398546,8509976,343164465.0,2,11.228287,1,-0.932747,0,0.0,1.0,11.228287,0.263445921294265,3.0,-0.05351833629588432,false,-0.08151633995113527,false,-0.07527702036450323,false
2018-11-19,sh.601869,36.847757,36.967095,36.186811,36.554003,37.049713,5437069,216036867.0,2,7.173812,1,-1.337961,0,0.0,1.0,7.173812,0.3024750433876183,4.0,-0.022099440107831714,false,-0.02913109133355385,false,-0.061719150157097724,false
2018-11-20,sh.601869,35.902237,36.195991,35.26883,35.351448,36.554003,5239608,204064060.0,2,6.913277,1,-3.289808,0,0.0,1.0,6.913277,0.13585417841459047,2.0,0.03505584834884279,true,0.014801345619562811,true,-0.042165769277682674,false
2018-11-21,sh.601869,34.718041,35.792079,34.718041,35.507505,35.351448,3951130,151853017.0,2,5.213225,1,0.441449,0,0.0,1.0,5.213225,0.16437948877371783,3.0,0.031540853123867674,true,-0.0033608951121741892,false,-0.036946639872331266,false
2018-11-22,sh.601869,35.663562,38.096212,34.975076,36.811038,35.507505,8288897,329427500.0,2,10.93659,1,3.671143,0,0.0,1.0,10.93659,0.14286988869448602,2.0,-0.07007482375259311,false,-0.07705734893973926,false,-0.065239100293776,false
2018-11-23,sh.601869,36.526464,36.609082,34.965896,35.066874,36.811038,6219863,242417135.0,2,8.206651,1,-4.738149,0,0.0,1.0,8.206651,-0.04118962599964665,2.0,-0.029581136887194437,false,-0.01858637299692012,false,-0.02086738612629102,false
2018-11-26,sh.601869,35.342269,36.352048,34.864918,35.74618,35.066874,4967574,192433759.0,2,6.554348,1,1.937167,0,0.0,1.0,6.554348,0.21802023297426382,3.0,-0.007190558543598291,false,-0.01309706379814568,false,0.03857477917920171,true
2018-11-27,sh.601869,36.076653,36.902836,35.801259,36.590723,35.74618,7596118,301926079.0,2,10.022519,1,2.362614,0,0.0,1.0,10.022519,0.21803413272444425,3.0,-0.01956851194222098,false,-0.02834923485933849,false,0.04713601860231087,true
2018-11-28,sh.601869,36.664161,36.875297,35.847158,36.627442,36.590723,6678662,265415851.0,2,8.812003,1,0.100353,0,0.0,1.0,8.812003,0.15904692756625016,3.0,-0.03383457681811364,false,-0.05065131220465802,false,0.010539665860367808,true
2018-11-29,sh.601869,36.994634,37.095612,33.653183,34.231511,36.627442,7009625,273215287.0,2,9.248684,1,-6.541355,0,0.0,1.0,9.248684,-0.3201826467328329,1.0,-0.0075086957160610535,false,0.031824332849344605,true,0.09267969503303553,true
2018-11-30,sh.601869,34.222332,34.470187,33.038136,34.029556,34.231511,5812595,214218133.0,2,7.669291,1,-0.589974,0,0.0,1.0,7.669291,-0.42089639786468824,0.0,0.011329915676830948,true,0.006793065416427879,true,0.08686645808719917,true
2018-12-03,sh.601869,35.030155,35.893057,34.672142,35.489145,34.029556,7151653,275614520.0,2,9.43608,1,4.289183,0,0.0,1.0,9.43608,0.17932120001566787,3.0,-0.005949283928930904,false,-0.033565869225646305,false,0.05028957446002158,true
2018-12-04,sh.601869,35.507505,36.388767,35.351448,35.874697,35.489145,5989684,234159153.0,2,7.902947,1,1.086399,0,0.0,1.0,7.902947,0.25579314486411897,3.0,-0.008955978081152782,false,-0.05613622325507017,false,-0.013103720430029053,false
2018-12-05,sh.601869,35.011795,35.792079,34.883278,35.388168,35.874697,4098775,157961926.0,2,5.408032,1,-1.356199,0,0.0,1.0,5.408032,-0.08039208675273027,2.0,-0.017405648125102258,false,-0.033699003576562636,false,0.017020632432851457,true
2018-12-06,sh.601869,35.002616,35.002616,33.8276,33.974477,35.388168,5438249,203890411.0,2,7.175369,1,-3.994814,0,0.0,1.0,7.175369,-0.3127956091029609,1.0,0.03963060270214025,true,0.012804965327354534,true,0.08835473758727774,true
2018-12-07,sh.601869,34.28659,34.76394,34.249871,34.415108,33.974477,3237779,121705762.0,2,4.272011,1,1.296956,0,0.0,1.0,4.272011,-0.26276276028110357,2.0,-0.004486023986907117,false,-0.0023242117967490206,false,0.07577119909081809,true
2018-12-10,sh.601869,34.378388,35.507505,34.148893,35.27801,34.415108,5038480,192771300.0,2,6.647904,1,2.507332,0,0.0,1.0,6.647904,0.04103598532598026,2.0,-0.02778186751463585,false,0.05235757345723302,true,0.034431647363329265,true
2018-12-11,sh.601869,35.241291,35.77372,34.892458,35.553404,35.27801,4864794,187693719.0,2,6.418738,1,0.780638,0,0.0,1.0,6.418738,0.08908748185980883,2.0,-0.0476066089199223,false,0.07768763857322902,true,0.06984040121727864,true
