date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn,score,basket,average-5-periods-return,5-periods-winning,average-10-periods-return,10-periods-winning,average-20-periods-return,20-periods-winning,score_raw,basket_raw,average-5-periods-return_raw,5-periods-winning_raw,average-10-periods-return_raw,10-periods-winning_raw,average-20-periods-return_raw,20-periods-winning_raw,score_adj,basket_adj,average-5-periods-return_adj,5-periods-winning_adj,average-10-periods-return_adj,10-periods-winning_adj,average-20-periods-return_adj,20-periods-winning_adj
2010-04-23,sz.002384,7.728227,7.842963,7.453914,7.542274,7.780979,3145241,181366303.14,2,9.828878,1,-3.0678,0,0.0,1.0,9.828878,-0.1966868351610982,2.0,0.0356706743881223,True,-0.0535057464101674,False,-0.1038642987512784,False,-0.19668683516109822,2.0,0.035670674388122325,true,-0.053505746410167476,false,-0.10386429875127845,false,-0.19668683516109822,2.0,0.035670674388122325,true,-0.053505746410167476,false,-0.10386429875127845,false
2010-04-26,sz.002384,7.539637,7.866702,7.1374,7.754603,7.542274,3149016,182227434.51,2,9.840675,1,2.8152,0,0.0,1.0,9.840675,-0.0303791026095653,2.0,-0.0139456526659069,False,-0.0818027692713605,False,-0.1267007479299714,False,-0.030379102609565337,2.0,-0.013945652665906971,false,-0.08180276927136054,false,-0.12670074792997144,false,-0.030379102609565337,2.0,-0.013945652665906971,false,-0.08180276927136054,false,-0.12670074792997144,false
2010-04-27,sz.002384,7.63591,7.763834,7.145313,7.438088,7.754603,2296747,128634577.47,2,7.177334,1,-4.0816,0,0.0,1.0,7.177334,-0.2300224370552285,1.0,0.0691489533331684,True,-0.1384751027414571,False,-0.0992907048155385,False,-0.23002243705522857,1.0,0.0691489533331684,true,-0.13847510274145713,false,-0.09929070481553859,false,-0.23002243705522857,1.0,0.0691489533331684,true,-0.13847510274145713,false,-0.09929070481553859,false
2010-04-28,sz.002384,7.253455,7.749328,7.161138,7.671518,7.438088,2735765,156958848.54,2,8.549266,1,3.1383,0,0.0,1.0,8.549266,-0.0052460715118519,2.0,0.0135808845133389,True,-0.1688156111997651,False,-0.0811415680703611,False,-0.00524607151185198,2.0,0.013580884513338942,true,-0.16881561119976518,false,-0.0811415680703611,false,-0.00524607151185198,2.0,0.013580884513338942,true,-0.16881561119976518,false,-0.0811415680703611,false
2010-04-29,sz.002384,7.66888,8.147608,7.606896,7.827137,7.671518,4538037,274262862.16,2,14.181366,1,2.0285,0,0.0,1.0,14.181366,0.0206049380281893,3.0,-0.0817186411838708,False,-0.1706823325054869,False,-0.0547598694132988,False,0.020604938028189374,3.0,-0.08171864118387084,false,-0.17068233250548692,false,-0.0547598694132988,false,0.020604938028189374,3.0,-0.08171864118387084,false,-0.17068233250548692,false,-0.0547598694132988,false
2010-04-30,sz.002384,7.780979,7.899672,7.386655,7.811312,7.827137,2590372,151214550.86,2,8.094912,1,-0.2022,0,0.0,1.0,8.094912,0.0176713928127111,3.0,-0.0861049974703352,False,-0.1980415069837179,False,-0.0980922282966036,False,0.017671392812711118,3.0,-0.08610499747033529,false,-0.19804150698371792,false,-0.09809222829660369,false,0.017671392812711118,3.0,-0.08610499747033529,false,-0.19804150698371792,false,-0.09809222829660369,false
2010-05-04,sz.002384,7.567332,7.796805,7.544912,7.64646,7.811312,1101451,64023273.54,2,3.442034,1,-2.1104,0,0.0,1.0,3.442034,0.0583738269375402,3.0,-0.0688168119626598,False,-0.1893756064898005,False,-0.0803724860916033,False,0.05837382693754029,3.0,-0.06881681196265987,false,-0.18937560648980056,false,-0.0803724860916033,false,0.05837382693754029,3.0,-0.06881681196265987,false,-0.18937560648980056,false,-0.0803724860916033,false
2010-05-05,sz.002384,7.569969,8.021002,7.569969,7.952424,7.64646,2520056,150542648.67,2,7.875175,1,4.0014,0,0.0,1.0,7.875175,0.0417266251058752,3.0,-0.194195631420055,False,-0.2051409733686232,False,-0.0406301273674541,False,0.041726625105875215,3.0,-0.19419563142005503,false,-0.20514097336862325,false,-0.040630127367454194,false,0.041726625105875215,3.0,-0.19419563142005503,false,-0.20514097336862325,false,-0.040630127367454194,false
2010-05-06,sz.002384,7.948468,8.176622,7.720314,7.775704,7.952424,2516937,152321007.29,2,7.865428,1,-2.2222,0,0.0,1.0,7.865428,-0.0665295730376307,2.0,-0.1799525804994635,False,-0.1977612573729659,False,-0.0240841215149136,False,-0.0665295730376307,2.0,-0.1799525804994635,false,-0.1977612573729659,false,-0.02408412151491368,false,-0.0665295730376307,2.0,-0.1799525804994635,false,-0.1977612573729659,false,-0.02408412151491368,false
2010-05-07,sz.002384,7.53568,7.751965,7.14795,7.187514,7.775704,2537627,144576803.59,2,7.930084,1,-7.5645,0,0.0,1.0,7.930084,-0.3759358472346425,1.0,-0.0968806460759589,False,-0.1148623849637023,False,0.0634863459048566,True,-0.3759358472346425,1.0,-0.09688064607595892,false,-0.11486238496370238,false,0.06348634590485669,true,-0.3759358472346425,1.0,-0.09688064607595892,false,-0.11486238496370238,false,0.06348634590485669,true
2010-05-10,sz.002384,6.993649,7.398524,6.806378,7.138719,7.187514,1833949,99724555.97,2,5.731091,1,-0.6789,0,0.0,1.0,5.731091,-0.376567037819774,1.0,-0.1224828992428473,False,-0.0532053439839836,False,0.1086273321586126,True,-0.376567037819774,1.0,-0.12248289924284739,false,-0.05320534398398369,false,0.10862733215861264,true,-0.376567037819774,1.0,-0.12248289924284739,false,-0.05320534398398369,false,0.10862733215861264,true
2010-05-11,sz.002384,7.316758,7.355003,6.989693,7.120255,7.138719,1444170,78792080.96,2,4.513031,1,-0.2586,0,0.0,1.0,4.513031,-0.4098840571410048,1.0,-0.1294683968481467,False,-0.0488979678396349,False,0.0939063277930354,True,-0.4098840571410048,1.0,-0.1294683968481467,false,-0.04889796783963496,false,0.09390632779303543,true,-0.4098840571410048,1.0,-0.1294683968481467,false,-0.04889796783963496,false,0.09390632779303543,true
2010-05-12,sz.002384,7.121574,7.186196,6.408098,6.408098,7.120255,1709196,86081299.59,2,5.341238,1,-10.0019,0,0.0,1.0,5.341238,-0.4554347840737261,1.0,-0.0135831256013875,False,0.0454826065394131,True,0.2138299070956779,True,-0.4554347840737261,1.0,-0.013583125601387525,false,0.04548260653941316,true,0.21382990709567795,true,-0.4554347840737261,1.0,-0.013583125601387525,false,0.04548260653941316,true,0.21382990709567795,true
2010-05-13,sz.002384,6.237971,6.406779,5.792214,6.376446,6.408098,2301357,105482301.08,2,7.191741,1,-0.4939,0,0.0,1.0,7.191741,-0.5024045833234441,0.0,-0.0217166427818881,False,0.1054808587730531,True,0.2320579520315862,True,-0.5024045833234441,0.0,-0.021716642781888118,false,0.10548085877305313,true,0.2320579520315862,true,-0.5024045833234441,0.0,-0.021716642781888118,false,0.10548085877305313,true,0.2320579520315862,true
2010-05-14,sz.002384,6.264348,6.565036,6.07312,6.491183,6.376446,2027794,97294632.7,2,6.336856,1,1.7994,0,0.0,1.0,6.336856,-0.538,0.0,-0.0199107004069983,False,0.1397805299896797,True,0.1680211449900581,True,-0.538,0.0,-0.019910700406998383,false,0.1397805299896797,true,0.16802114499005816,true,-0.538,0.0,-0.019910700406998383,false,0.1397805299896797,true,0.16802114499005816,true
2010-05-17,sz.002384,6.330288,6.491183,6.148292,6.264348,6.491183,1648512,79258461.81,2,5.1516,1,-3.4945,0,0.0,1.0,5.1516,-0.538,0.0,0.0789472423945796,True,0.1246314859902419,True,0.1479999195446997,True,-0.538,0.0,0.07894724239457962,true,0.12463148599024199,true,0.1479999195446997,true,-0.538,0.0,0.07894724239457962,true,0.12463148599024199,true,0.1479999195446997,true
