date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn
2006-07-21,sh.600522,0.800435,0.814002,0.792683,0.798497,0.790745,2223173,9217925.000000,2,1.850793,1,0.980391,0,0.000000,1.000000,1.850793
2006-07-24,sh.600522,0.788807,0.829507,0.767488,0.827569,0.798497,4372378,18224805.000000,2,3.640008,1,3.640779,0,0.000000,1.000000,3.640008
2006-07-25,sh.600522,0.835321,0.846950,0.821754,0.829507,0.827569,4438692,19101747.000000,2,3.695215,1,0.234197,0,0.000000,1.000000,3.695215
2006-07-26,sh.600522,0.827569,0.835321,0.817878,0.823693,0.829507,2371511,10140993.000000,2,1.974285,1,-0.700939,0,0.000000,1.000000,1.974285
2006-07-27,sh.600522,0.819816,0.831445,0.788807,0.794621,0.823693,3036269,12623947.000000,2,2.527696,1,-3.529414,0,0.000000,1.000000,2.527696
2006-07-28,sh.600522,0.794621,0.802373,0.773302,0.779116,0.794621,2706803,10907560.000000,2,2.253416,1,-1.951218,0,0.000000,1.000000,2.253416
2006-07-31,sh.600522,0.777178,0.790745,0.736478,0.753921,0.779116,2348989,9237445.000000,2,1.955535,1,-3.233828,0,0.000000,1.000000,1.955535
2006-08-01,sh.600522,0.748107,0.763611,0.744230,0.755859,0.753921,1669438,6485907.000000,2,1.389809,1,0.257069,0,0.000000,1.000000,1.389809
2006-08-02,sh.600522,0.761673,0.775240,0.748107,0.763611,0.755859,2713820,10687692.000000,2,2.259257,1,1.025640,0,0.000000,1.000000,2.259257
2006-08-03,sh.600522,0.765549,0.773302,0.746169,0.753921,0.763611,1470202,5752834.000000,2,1.223944,1,-1.269034,0,0.000000,1.000000,1.223944
2006-08-04,sh.600522,0.755859,0.761673,0.678335,0.688025,0.753921,2584595,9589343.000000,2,2.151677,1,-8.740363,0,0.000000,1.000000,2.151677
2006-08-07,sh.600522,0.682211,0.693840,0.664768,0.668644,0.688025,1641095,5769304.000000,2,1.366213,1,-2.816899,0,0.000000,1.000000,1.366213
2006-08-08,sh.600522,0.670583,0.693840,0.670583,0.691902,0.668644,1417073,5005309.000000,2,1.179714,1,3.478257,0,0.000000,1.000000,1.179714
2006-08-09,sh.600522,0.693840,0.697716,0.680273,0.688025,0.691902,1282754,4540042.000000,2,1.067894,1,-0.560223,0,0.000000,1.000000,1.067894
2006-08-10,sh.600522,0.684149,0.703530,0.684149,0.703530,0.688025,1426060,5130070.000000,2,1.187196,1,2.253526,0,0.000000,1.000000,1.187196
2006-08-11,sh.600522,0.703530,0.705468,0.689964,0.701592,0.703530,1087465,3908932.000000,2,0.905316,1,-0.275488,0,0.000000,1.000000,0.905316
2006-08-14,sh.600522,0.697716,0.703530,0.658954,0.670583,0.701592,2531063,8878806.000000,2,2.107112,1,-4.419886,0,0.000000,1.000000,2.107112
2006-08-15,sh.600522,0.670583,0.689964,0.657016,0.689964,0.670583,1287614,4497790.000000,2,1.071940,1,2.890171,0,0.000000,1.000000,1.071940
2006-08-16,sh.600522,0.689964,0.720973,0.682211,0.719035,0.689964,3140434,11507854.000000,2,2.614414,1,4.213486,0,0.000000,1.000000,2.614414
2006-08-17,sh.600522,0.722911,0.724849,0.693840,0.711283,0.719035,2748254,10039035.000000,2,2.287924,1,-1.078166,0,0.000000,1.000000,2.287924
2006-08-18,sh.600522,0.717097,0.730664,0.709345,0.711283,0.711283,2750039,10213858.000000,2,2.289410,1,0.000000,0,0.000000,1.000000,2.289410
2006-08-21,sh.600522,0.672521,0.734540,0.662830,0.728726,0.711283,2565763,9357198.000000,2,2.136000,1,2.452314,0,0.000000,1.000000,2.136000
2006-08-22,sh.600522,0.722911,0.740354,0.719035,0.724849,0.728726,2136816,8043196.000000,2,1.778901,1,-0.531914,0,0.000000,1.000000,1.778901
2006-08-23,sh.600522,0.726788,0.732602,0.705468,0.709345,0.724849,1526780,5644872.000000,2,1.271046,1,-2.139035,0,0.000000,1.000000,1.271046
2006-08-24,sh.600522,0.701592,0.717097,0.695778,0.715159,0.709345,1404424,5131732.000000,2,1.169184,1,0.819671,0,0.000000,1.000000,1.169184
2006-08-25,sh.600522,0.717097,0.726788,0.709345,0.709345,0.715159,1356657,5042352.000000,2,1.129418,1,-0.813007,0,0.000000,1.000000,1.129418
2006-08-28,sh.600522,0.709345,0.730664,0.709345,0.730664,0.709345,1761436,6593807.000000,2,1.466397,1,3.005462,0,0.000000,1.000000,1.466397
2006-08-29,sh.600522,0.728726,0.761673,0.722911,0.734540,0.730664,3810289,14592611.000000,2,3.172069,1,0.530504,0,0.000000,1.000000,3.172069
2006-08-30,sh.600522,0.728726,0.746169,0.726788,0.742292,0.734540,2074695,7911617.000000,2,1.727185,1,1.055408,0,0.000000,1.000000,1.727185
2006-08-31,sh.600522,0.740354,0.775240,0.740354,0.769426,0.742292,4683292,18347128.000000,2,3.898844,1,3.655355,0,0.000000,1.000000,3.898844
2006-09-01,sh.600522,0.771364,0.775240,0.736478,0.748107,0.769426,4453876,17355214.000000,2,3.707855,1,-2.770784,0,0.000000,1.000000,3.707855
2006-09-04,sh.600522,0.755859,0.769426,0.751983,0.761673,0.748107,2105954,8256829.000000,2,1.753208,1,1.813476,0,0.000000,1.000000,1.753208
2006-09-05,sh.600522,0.775240,0.779116,0.757797,0.763611,0.761673,2095613,8265285.000000,2,1.744600,1,0.254453,0,0.000000,1.000000,1.744600
2006-09-06,sh.600522,0.771364,0.779116,0.751983,0.777178,0.763611,3115034,12322149.000000,2,2.593268,1,1.776654,0,0.000000,1.000000,2.593268
2006-09-07,sh.600522,0.786869,0.810126,0.786869,0.788807,0.777178,9405331,38587744.000000,2,7.829946,1,1.496258,0,0.000000,1.000000,7.829946
2006-09-08,sh.600522,0.782992,0.790745,0.777178,0.779116,0.788807,2411938,9715797.000000,2,2.007940,1,-1.228506,0,0.000000,1.000000,2.007940
2006-09-11,sh.600522,0.775240,0.784930,0.751983,0.765549,0.779116,2214946,8709026.000000,2,1.843944,1,-1.741292,0,0.000000,1.000000,1.843944
2006-09-12,sh.600522,0.765549,0.769426,0.759735,0.767488,0.765549,1909604,7534584.000000,2,1.589747,1,0.253164,0,0.000000,1.000000,1.589747
2006-09-13,sh.600522,0.771364,0.773302,0.746169,0.748107,0.767488,1929275,7508059.000000,2,1.606123,1,-2.525256,0,0.000000,1.000000,1.606123
2006-09-14,sh.600522,0.746169,0.750045,0.736478,0.744230,0.748107,1557435,5955561.000000,2,1.296566,1,-0.518134,0,0.000000,1.000000,1.296566
2006-09-15,sh.600522,0.744230,0.759735,0.744230,0.755859,0.744230,1394608,5433902.000000,2,1.161012,1,1.562505,0,0.000000,1.000000,1.161012
2006-09-18,sh.600522,0.755859,0.771364,0.755859,0.769426,0.755859,1403653,5519189.000000,2,1.168542,1,1.794870,0,0.000000,1.000000,1.168542
2006-09-19,sh.600522,0.769426,0.771364,0.757797,0.763611,0.769426,1530178,6029720.000000,2,1.273874,1,-0.755667,0,0.000000,1.000000,1.273874
2006-09-20,sh.600522,0.763611,0.763611,0.742292,0.751983,0.763611,2177982,8422823.000000,2,1.813172,1,-1.522841,0,0.000000,1.000000,1.813172
2006-09-21,sh.600522,0.751983,0.759735,0.746169,0.751983,0.751983,1374252,5324991.000000,2,1.144066,1,0.000000,0,0.000000,1.000000,1.144066
2006-09-22,sh.600522,0.751983,0.769426,0.732602,0.753921,0.751983,2927611,11397914.000000,2,2.437239,1,0.257732,0,0.000000,1.000000,2.437239
2006-09-25,sh.600522,0.755859,0.782992,0.746169,0.767488,0.753921,5154152,20502339.000000,2,4.290836,1,1.799484,0,0.000000,1.000000,4.290836
2006-09-26,sh.600522,0.767488,0.767488,0.767488,0.767488,0.767488,0,0.000000,2,,0,0.000000,0,,,
2006-09-27,sh.600522,0.767488,0.790745,0.759735,0.788807,0.767488,4243652,17036503.000000,2,3.532844,1,2.777781,0,0.000000,1.000000,3.532844
2006-09-28,sh.600522,0.790745,0.827569,0.779116,0.802373,0.788807,7735803,32228635.000000,2,6.440062,1,1.719894,0,0.000000,1.000000,6.440062
2006-09-29,sh.600522,0.804311,0.814002,0.794621,0.800435,0.802373,4569444,18995588.000000,2,3.804066,1,-0.241540,0,0.000000,1.000000,3.804066
2006-10-09,sh.600522,0.806250,0.823693,0.796559,0.817878,0.800435,4985135,20889020.000000,2,4.150129,1,2.179169,0,0.000000,1.000000,4.150129
2006-10-10,sh.600522,0.817878,0.823693,0.794621,0.812064,0.817878,3202393,13345472.000000,2,2.665995,1,-0.710894,0,0.000000,1.000000,2.665995
2006-10-11,sh.600522,0.812064,0.814002,0.784930,0.796559,0.812064,3059065,12565261.000000,2,2.546674,1,-1.909306,0,0.000000,1.000000,2.546674
2006-10-12,sh.600522,0.796559,0.798497,0.777178,0.781054,0.796559,2632035,10674680.000000,2,2.191171,1,-1.946470,0,0.000000,1.000000,2.191171
2006-10-13,sh.600522,0.781054,0.794621,0.777178,0.790745,0.781054,1624609,6606488.000000,2,1.352488,1,1.240688,0,0.000000,1.000000,1.352488
2006-10-16,sh.600522,0.814002,0.843074,0.800435,0.800435,0.790745,4982599,20988980.000000,2,4.148018,1,1.225495,0,0.000000,1.000000,4.148018
2006-10-17,sh.600522,0.804311,0.839197,0.798497,0.835321,0.800435,7555812,32328679.000000,2,6.290220,1,4.358349,0,0.000000,1.000000,6.290220
2006-10-18,sh.600522,0.843074,0.854702,0.829507,0.848888,0.835321,7272349,31723967.000000,2,6.054237,1,1.624134,0,0.000000,1.000000,6.054237
2006-10-19,sh.600522,0.848888,0.891526,0.835321,0.876021,0.848888,9679095,43242875.000000,2,8.057855,1,3.196344,0,0.000000,1.000000,8.057855
2006-10-20,sh.600522,0.876021,0.885712,0.850826,0.866331,0.876021,5490958,24617239.000000,2,4.571227,1,-1.106199,0,0.000000,1.000000,4.571227
2006-10-23,sh.600522,0.874083,0.876021,0.806250,0.817878,0.866331,5990423,25842330.000000,2,4.987032,1,-5.592841,0,0.000000,1.000000,4.987032
2006-10-24,sh.600522,0.825631,0.864393,0.823693,0.858578,0.817878,5868509,25476706.000000,2,4.885539,1,4.976305,0,0.000000,1.000000,4.885539
2006-10-25,sh.600522,0.858578,0.866331,0.843074,0.852764,0.858578,4235317,18677408.000000,2,3.525905,1,-0.677195,0,0.000000,1.000000,3.525905
2006-10-26,sh.600522,0.852764,0.852764,0.819816,0.823693,0.852764,4286928,18357026.000000,2,3.568871,1,-3.409093,0,0.000000,1.000000,3.568871
2006-10-27,sh.600522,0.821754,0.833383,0.798497,0.800435,0.823693,3112174,13029786.000000,2,2.590887,1,-2.823527,0,0.000000,1.000000,2.590887
2006-10-30,sh.600522,0.800435,0.821754,0.782992,0.819816,0.800435,2962559,12197682.000000,2,2.466333,1,2.421305,0,0.000000,1.000000,2.466333
2006-10-31,sh.600522,0.829507,0.848888,0.825631,0.827569,0.819816,3919291,16866312.000000,2,3.262813,1,0.945626,0,0.000000,1.000000,3.262813
2006-11-01,sh.600522,0.833383,0.856640,0.814002,0.852764,0.827569,5146181,22237141.000000,2,4.284200,1,3.044499,0,0.000000,1.000000,4.284200
2006-11-02,sh.600522,0.852764,0.862455,0.833383,0.848888,0.852764,3106204,13551196.000000,2,2.585917,1,-0.454545,0,0.000000,1.000000,2.585917
2006-11-03,sh.600522,0.852764,0.864393,0.846950,0.854702,0.848888,3986350,17559018.000000,2,3.318640,1,0.684925,0,0.000000,1.000000,3.318640
2006-11-06,sh.600522,0.833383,0.876021,0.829507,0.852764,0.854702,4042229,17929273.000000,2,3.365159,1,-0.226752,0,0.000000,1.000000,3.365159
2006-11-07,sh.600522,0.852764,0.852764,0.817878,0.819816,0.852764,3672032,15756703.000000,2,3.056970,1,-3.863638,0,0.000000,1.000000,3.056970
2006-11-08,sh.600522,0.817878,0.819816,0.794621,0.804311,0.819816,1772136,7391579.000000,2,1.475305,1,-1.891251,0,0.000000,1.000000,1.475305
2006-11-09,sh.600522,0.802373,0.823693,0.802373,0.812064,0.804311,1220922,5123547.000000,2,1.016419,1,0.963854,0,0.000000,1.000000,1.016419
2006-11-10,sh.600522,0.815940,0.817878,0.784930,0.790745,0.812064,2855535,11720158.000000,2,2.377235,1,-2.625301,0,0.000000,1.000000,2.377235
2006-11-13,sh.600522,0.788807,0.798497,0.751983,0.767488,0.790745,2386515,9442229.000000,2,1.986776,1,-2.941174,0,0.000000,1.000000,1.986776
2006-11-14,sh.600522,0.767488,0.794621,0.755859,0.790745,0.767488,3013049,12072119.000000,2,2.508366,1,3.030300,0,0.000000,1.000000,2.508366
2006-11-15,sh.600522,0.798497,0.823693,0.782992,0.817878,0.790745,6594022,27329109.000000,2,5.489529,1,3.431369,0,0.000000,1.000000,5.489529
2006-11-16,sh.600522,0.817878,0.821754,0.781054,0.786869,0.817878,4404861,18144976.000000,2,3.667050,1,-3.791466,0,0.000000,1.000000,3.667050
2006-11-17,sh.600522,0.784930,0.802373,0.784930,0.796559,0.786869,2186386,8961337.000000,2,1.820168,1,1.231532,0,0.000000,1.000000,1.820168
2006-11-20,sh.600522,0.798497,0.806250,0.779116,0.786869,0.796559,2572282,10469363.000000,2,2.141427,1,-1.216550,0,0.000000,1.000000,2.141427
2006-11-21,sh.600522,0.790745,0.810126,0.775240,0.804311,0.786869,2540968,10383746.000000,2,2.115358,1,2.216753,0,0.000000,1.000000,2.115358
2006-11-22,sh.600522,0.806250,0.827569,0.788807,0.812064,0.804311,3871875,16212528.000000,2,3.223339,1,0.963854,0,0.000000,1.000000,3.223339
2006-11-23,sh.600522,0.819816,0.829507,0.804311,0.825631,0.812064,4810162,20312935.000000,2,4.004464,1,1.670649,0,0.000000,1.000000,4.004464
2006-11-24,sh.600522,0.829507,0.843074,0.817878,0.837259,0.825631,6926745,29715622.000000,2,5.766521,1,1.408449,0,0.000000,1.000000,5.766521
2006-11-27,sh.600522,0.846950,0.856640,0.837259,0.848888,0.837259,4417161,19306722.000000,2,3.677290,1,1.388888,0,0.000000,1.000000,3.677290
2006-11-28,sh.600522,0.848888,0.856640,0.835321,0.850826,0.848888,3853612,16807121.000000,2,3.208135,1,0.228305,0,0.000000,1.000000,3.208135
2006-11-29,sh.600522,0.843074,0.936102,0.825631,0.936102,0.850826,14642033,68758115.000000,2,12.189505,1,10.022780,0,0.000000,1.000000,12.189505
2006-11-30,sh.600522,0.963236,0.980679,0.934164,0.941917,0.936102,19930687,98079367.000000,2,16.592314,1,0.621122,0,0.000000,1.000000,16.592314
2006-12-01,sh.600522,0.945793,1.025255,0.930288,1.001998,0.941917,18143017,92747554.000000,2,15.104077,1,6.378599,0,0.000000,1.000000,15.104077
2006-12-04,sh.600522,1.001998,1.036884,0.980679,1.003936,1.001998,10283248,53519491.000000,2,8.560813,1,0.193419,0,0.000000,1.000000,8.560813
2006-12-05,sh.600522,0.998121,1.021379,0.980679,0.998121,1.003936,7977353,40936848.000000,2,6.641153,1,-0.579145,0,0.000000,1.000000,6.641153
2006-12-06,sh.600522,0.994245,1.050450,0.951607,1.027193,0.998121,15816784,82882554.000000,2,13.167486,1,2.912623,0,0.000000,1.000000,13.167486
2006-12-07,sh.600522,1.015564,1.075646,0.994245,0.998121,1.027193,14079482,75382291.000000,2,11.721180,1,-2.830190,0,0.000000,1.000000,11.721180
2006-12-08,sh.600522,0.978741,0.996183,0.910907,0.910907,0.998121,8043547,39445267.000000,2,6.696260,1,-8.737869,0,0.000000,1.000000,6.696260
2006-12-11,sh.600522,0.910907,0.959360,0.910907,0.955483,0.910907,3735174,18003480.000000,2,3.109535,1,4.893618,0,0.000000,1.000000,3.109535
2006-12-12,sh.600522,0.955483,0.955483,0.908969,0.930288,0.955483,3866577,18550152.000000,2,3.218929,1,-2.636909,0,0.000000,1.000000,3.218929
2006-12-13,sh.600522,0.930288,0.939979,0.908969,0.934164,0.930288,2247519,10717009.000000,2,1.871061,1,0.416666,0,0.000000,1.000000,1.871061
2006-12-14,sh.600522,0.930288,0.959360,0.918659,0.951607,0.934164,3119488,15173375.000000,2,2.596976,1,1.867213,0,0.000000,1.000000,2.596976
2006-12-15,sh.600522,0.953545,0.961298,0.930288,0.957421,0.951607,3980714,19430031.000000,2,3.313948,1,0.611002,0,0.000000,1.000000,3.313948
2006-12-18,sh.600522,0.967112,0.969050,0.943855,0.955483,0.957421,4183386,20572897.000000,2,3.482672,1,-0.202434,0,0.000000,1.000000,3.482672
2006-12-19,sh.600522,0.955483,1.011688,0.949669,1.000060,0.955483,8627615,43732057.000000,2,7.182497,1,4.665315,0,0.000000,1.000000,7.182497
2006-12-20,sh.600522,0.998121,0.998121,0.972926,0.988431,1.000060,4439285,22538380.000000,2,3.695708,1,-1.162790,0,0.000000,1.000000,3.695708
2006-12-21,sh.600522,0.990369,0.998121,0.951607,0.955483,0.988431,6818512,34149137.000000,2,5.676417,1,-3.333335,0,0.000000,1.000000,5.676417
2006-12-22,sh.600522,0.945793,0.947731,0.912845,0.922536,0.955483,4523703,21665053.000000,2,3.765987,1,-3.448268,0,0.000000,1.000000,3.765987
2006-12-25,sh.600522,0.922536,0.938040,0.914783,0.932226,0.922536,3833096,18370345.000000,2,3.191056,1,1.050414,0,0.000000,1.000000,3.191056
2006-12-26,sh.600522,0.941917,0.959360,0.922536,0.949669,0.932226,4087097,19909227.000000,2,3.402512,1,1.871105,0,0.000000,1.000000,3.402512
2006-12-27,sh.600522,0.943855,0.978741,0.939979,0.972926,0.949669,4266052,21249241.000000,2,3.551492,1,2.448977,0,0.000000,1.000000,3.551492
2006-12-28,sh.600522,0.972926,0.972926,0.920597,0.928350,0.972926,3849083,18622858.000000,2,3.204365,1,-4.581674,0,0.000000,1.000000,3.204365
2006-12-29,sh.600522,0.926412,0.965174,0.924474,0.938040,0.928350,3483068,16844373.000000,2,2.899657,1,1.043845,0,0.000000,1.000000,2.899657
2007-01-04,sh.600522,0.949669,0.953545,0.930288,0.943855,0.938040,4156813,20170372.000000,2,3.460550,1,0.619829,0,0.000000,1.000000,3.460550
2007-01-05,sh.600522,0.955483,1.003936,0.943855,1.000060,0.943855,10829996,54962268.000000,2,9.015981,1,5.954825,0,0.000000,1.000000,9.015981
2007-01-08,sh.600522,1.000060,1.065955,1.000060,1.050450,1.000060,10290842,55280899.000000,2,8.567135,1,5.038764,0,0.000000,1.000000,8.567135
2007-01-09,sh.600522,1.056264,1.077584,1.038822,1.058203,1.050450,7234092,39498530.000000,2,6.022388,1,0.738007,0,0.000000,1.000000,6.022388
2007-01-10,sh.600522,1.056264,1.096965,1.050450,1.087274,1.058203,6328556,35230806.000000,2,5.268528,1,2.747254,0,0.000000,1.000000,5.268528
2007-01-11,sh.600522,1.085336,1.110531,1.058203,1.062079,1.087274,7761167,43437241.000000,2,6.461178,1,-2.317293,0,0.000000,1.000000,6.461178
2007-01-12,sh.600522,1.046574,1.091150,1.017502,1.025255,1.062079,7314298,39698652.000000,2,6.089159,1,-3.467155,0,0.000000,1.000000,6.089159
2007-01-15,sh.600522,1.019441,1.127974,1.007812,1.124098,1.025255,10610488,60491173.000000,2,8.833240,1,9.640836,0,0.000000,1.000000,8.833240
2007-01-16,sh.600522,1.122160,1.147355,1.100841,1.141541,1.124098,7572289,44019569.000000,2,6.303937,1,1.551718,0,0.000000,1.000000,6.303937
2007-01-17,sh.600522,1.124098,1.207436,1.065955,1.182241,1.141541,12032346,70391519.000000,2,10.016938,1,3.565366,0,0.000000,1.000000,10.016938
2007-01-18,sh.600522,1.162860,1.184179,1.118284,1.158984,1.182241,9470416,56208067.000000,2,7.884129,1,-1.967211,0,0.000000,1.000000,7.884129
2007-01-19,sh.600522,1.162860,1.193870,1.133789,1.188055,1.158984,9109213,55341411.000000,2,7.583427,1,2.508363,0,0.000000,1.000000,7.583427
2007-01-22,sh.600522,1.199684,1.238446,1.176427,1.222941,1.188055,9571698,59386763.000000,2,7.968447,1,2.936376,0,0.000000,1.000000,7.968447
2007-01-23,sh.600522,1.217127,1.219065,1.143479,1.191931,1.222941,8959206,54695892.000000,2,7.458546,1,-2.535655,0,0.000000,1.000000,7.458546
2007-01-24,sh.600522,1.189993,1.250074,1.162860,1.238446,1.191931,11862579,74474162.000000,2,9.875607,1,3.902435,0,0.000000,1.000000,9.875607
2007-01-25,sh.600522,1.255889,1.286898,1.186117,1.189993,1.238446,14540931,93276560.000000,2,12.105337,1,-3.912363,0,0.000000,1.000000,12.105337
2007-01-26,sh.600522,1.164798,1.201622,1.106655,1.182241,1.189993,7408498,44313533.000000,2,6.167581,1,-0.651465,0,0.000000,1.000000,6.167581
2007-01-29,sh.600522,1.184179,1.240384,1.145417,1.234570,1.182241,10423472,64858893.000000,2,8.677549,1,4.426229,0,0.000000,1.000000,8.677549
2007-01-30,sh.600522,1.226817,1.226817,1.162860,1.178365,1.234570,10775290,66268495.000000,2,8.970438,1,-4.552590,0,0.000000,1.000000,8.970438
2007-01-31,sh.600522,1.075646,1.149293,1.062079,1.069831,1.178365,17136210,97733042.000000,2,14.265909,1,-9.210526,0,0.000000,1.000000,14.265909
2007-02-01,sh.600522,1.056264,1.079522,1.007812,1.044636,1.069831,10154149,54451966.000000,2,8.453337,1,-2.355074,0,0.000000,1.000000,8.453337
2007-02-02,sh.600522,1.038822,1.065955,1.029131,1.044636,1.044636,6240608,33667415.000000,2,5.195311,1,0.000000,0,0.000000,1.000000,5.195311
2007-02-05,sh.600522,1.038822,1.093088,1.038822,1.067893,1.044636,6052675,33357615.000000,2,5.038857,1,2.226352,0,0.000000,1.000000,5.038857
2007-02-06,sh.600522,1.071769,1.095026,1.050450,1.077584,1.067893,4019591,22246568.000000,2,3.346313,1,0.907436,0,0.000000,1.000000,3.346313
2007-02-07,sh.600522,1.091150,1.149293,1.065955,1.124098,1.077584,15820251,90937104.000000,2,13.170372,1,4.316551,0,0.000000,1.000000,13.170372
2007-02-08,sh.600522,1.137665,1.201622,1.120222,1.191931,1.124098,14318382,85235369.000000,2,11.920065,1,6.034481,0,0.000000,1.000000,11.920065
2007-02-09,sh.600522,1.182241,1.184179,1.151231,1.155108,1.191931,6594611,39698017.000000,2,5.490019,1,-3.089432,0,0.000000,1.000000,5.490019
2007-02-12,sh.600522,1.145417,1.182241,1.139603,1.166736,1.155108,4707654,28259354.000000,2,3.919126,1,1.006710,0,0.000000,1.000000,3.919126
2007-02-13,sh.600522,1.172551,1.178365,1.147355,1.170612,1.166736,4945594,29596905.000000,2,4.117211,1,0.332226,0,0.000000,1.000000,4.117211
2007-02-14,sh.600522,1.164798,1.191931,1.160922,1.188055,1.170612,7445555,45178348.000000,2,6.198431,1,1.490069,0,0.000000,1.000000,6.198431
2007-02-15,sh.600522,1.176427,1.230694,1.176427,1.228755,1.188055,8892617,55367951.000000,2,7.403111,1,3.425776,0,0.000000,1.000000,7.403111
2007-02-16,sh.600522,1.232632,1.246198,1.201622,1.217127,1.228755,8865259,56165632.000000,2,7.380335,1,-0.946371,0,0.000000,1.000000,7.380335
2007-02-26,sh.600522,1.228755,1.279146,1.205498,1.271394,1.217127,8236105,53116757.000000,2,6.856564,1,4.458594,0,0.000000,1.000000,6.856564
2007-02-27,sh.600522,1.273332,1.323722,1.143479,1.160922,1.271394,14000438,91155214.000000,2,11.655376,1,-8.689027,0,0.000000,1.000000,11.655376
2007-02-28,sh.600522,1.160922,1.273332,1.160922,1.263641,1.160922,10136533,64651253.000000,2,8.438672,1,8.848083,0,0.000000,1.000000,8.438672
2007-03-01,sh.600522,1.253951,1.284960,1.203560,1.250074,1.263641,7017444,44843596.000000,2,5.842028,1,-1.073622,0,0.000000,1.000000,5.842028
2007-03-02,sh.600522,1.250074,1.327598,1.236508,1.302403,1.250074,11211443,74765562.000000,2,9.333536,1,4.186047,0,0.000000,1.000000,9.333536
2007-03-05,sh.600522,1.310156,1.325660,1.230694,1.267517,1.302403,7028218,46389997.000000,2,5.850997,1,-2.678569,0,0.000000,1.000000,5.850997
2007-03-06,sh.600522,1.259765,1.263641,1.207436,1.232632,1.267517,3652931,23355239.000000,2,3.041068,1,-2.752291,0,0.000000,1.000000,3.041068
2007-03-07,sh.600522,1.224879,1.257827,1.224879,1.250074,1.232632,3916972,25129224.000000,2,3.260882,1,1.415089,0,0.000000,1.000000,3.260882
2007-03-08,sh.600522,1.263641,1.312094,1.263641,1.306279,1.250074,8584015,57371825.000000,2,7.146200,1,4.496124,0,0.000000,1.000000,7.146200
2007-03-09,sh.600522,1.302403,1.306279,1.263641,1.277208,1.306279,4870029,32164849.000000,2,4.054303,1,-2.225514,0,0.000000,1.000000,4.054303
2007-03-12,sh.600522,1.271394,1.327598,1.255889,1.323722,1.277208,6762727,45393525.000000,2,5.629976,1,3.641878,0,0.000000,1.000000,5.629976
2007-03-13,sh.600522,1.327598,1.356670,1.314032,1.331475,1.323722,6882685,47479754.000000,2,5.729841,1,0.585651,0,0.000000,1.000000,5.729841
2007-03-14,sh.600522,1.323722,1.323722,1.253951,1.288836,1.331475,6214230,41415051.000000,2,5.173352,1,-3.202326,0,0.000000,1.000000,5.173352
2007-03-15,sh.600522,1.286898,1.405123,1.279146,1.385741,1.288836,8742837,60108851.000000,2,7.278419,1,7.518796,0,0.000000,1.000000,7.278419
2007-03-16,sh.600522,1.391556,1.391556,1.284960,1.300465,1.385741,12728261,87878161.000000,2,10.596288,1,-6.153847,0,0.000000,1.000000,10.596288
2007-03-19,sh.600522,1.240384,1.348918,1.221003,1.335351,1.300465,10681020,71876279.000000,2,8.891958,1,2.682561,0,0.000000,1.000000,8.891958
2007-03-20,sh.600522,1.346979,1.393494,1.335351,1.391556,1.335351,11319539,79768884.000000,2,9.423526,1,4.208998,0,0.000000,1.000000,9.423526
2007-03-21,sh.600522,1.385741,1.463266,1.362484,1.453575,1.391556,18728108,137064137.000000,2,15.591166,1,4.456827,0,0.000000,1.000000,15.591166
2007-03-22,sh.600522,1.472956,1.536913,1.445823,1.471018,1.453575,24280468,187420213.000000,2,20.213510,1,1.200002,0,0.000000,1.000000,20.213510
2007-03-23,sh.600522,1.459389,1.503966,1.422565,1.490399,1.471018,9558683,71853088.000000,2,7.957612,1,1.317522,0,0.000000,1.000000,7.957612
2007-03-26,sh.600522,1.490399,1.548542,1.482646,1.505904,1.490399,9157854,71457733.000000,2,7.623921,1,1.040311,0,0.000000,1.000000,7.623921
2007-03-27,sh.600522,1.511718,1.529161,1.488461,1.503966,1.505904,8261257,64295070.000000,2,6.877503,1,-0.128697,0,0.000000,1.000000,6.877503
2007-03-28,sh.600522,1.511718,1.519470,1.414813,1.465204,1.503966,9529582,71872401.000000,2,7.933385,1,-2.577323,0,0.000000,1.000000,7.933385
2007-03-29,sh.600522,1.463266,1.465204,1.376051,1.377989,1.465204,7770931,56667216.000000,2,6.469307,1,-5.952378,0,0.000000,1.000000,6.469307
2007-03-30,sh.600522,1.372175,1.432256,1.358608,1.412875,1.377989,4924640,35537736.000000,2,4.099767,1,2.531643,0,0.000000,1.000000,4.099767
2007-04-02,sh.600522,1.410937,1.447761,1.389618,1.445823,1.412875,4876432,35761529.000000,2,4.059634,1,2.331963,0,0.000000,1.000000,4.059634
2007-04-03,sh.600522,1.445823,1.527223,1.438070,1.521408,1.445823,11215638,86253769.000000,2,9.337028,1,5.227880,0,0.000000,1.000000,9.337028
2007-04-04,sh.600522,1.534975,1.641571,1.534975,1.600871,1.521408,24343783,200305782.000000,2,20.266220,1,5.222934,0,0.000000,1.000000,20.266220
2007-04-05,sh.600522,1.602809,1.604747,1.565985,1.595056,1.600871,8606102,70390486.000000,2,7.164587,1,-0.363204,0,0.000000,1.000000,7.164587
2007-04-06,sh.600522,1.583428,1.643509,1.560170,1.606685,1.595056,8566903,70838008.000000,2,7.131954,1,0.729045,0,0.000000,1.000000,7.131954
