date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn,score_raw,basket_raw,average-5-periods-return_raw,5-periods-winning_raw,average-10-periods-return_raw,10-periods-winning_raw,average-20-periods-return_raw,20-periods-winning_raw,score_adj,basket_adj,average-5-periods-return_adj,5-periods-winning_adj,average-10-periods-return_adj,10-periods-winning_adj,average-20-periods-return_adj,20-periods-winning_adj
2019-09-17,sz.002281,30.232831,30.232831,29.165111,29.367112,30.492547,17177867,528718541.52,2,2.7329,1,-3.6909,0,55.559,1.800089,4.919464,0.23321597595323781,3.0,0.02522110447905135,true,-0.0687848025369332,false,-0.06354404205629749,false,0.2664287792466642,4.0,0.02522110447905135,true,-0.0687848025369332,false,-0.06354404205629749,false
2019-09-18,sz.002281,29.530637,29.646066,29.001586,29.511399,29.367112,11712462,357303224.57,2,1.8634,1,0.4913,0,55.559,1.800089,3.354286,0.2320212462264109,3.0,-0.02346805043027611,false,-0.05182529638801603,false,-0.09224252635396923,false,0.2535139684805264,4.0,-0.02346805043027611,false,-0.05182529638801603,false,-0.09224252635396923,false
2019-09-19,sz.002281,29.578733,29.992354,29.367112,29.799972,29.511399,11270780,347852161.13,2,1.7931,1,0.9778,0,55.559,1.800089,3.22774,0.2197941658593297,3.0,-0.07585540684400638,false,-0.055842502133894634,false,-0.1281472009436787,false,0.2529205025609353,4.0,-0.07585540684400638,false,-0.055842502133894634,false,-0.1281472009436787,false
2019-09-20,sz.002281,29.896163,29.953877,29.347874,29.367112,29.799972,14256548,437986552.24,2,2.2681,1,-1.4525,0,55.559,1.800089,4.082783,0.18945066729200516,3.0,-0.05306255514672331,false,-0.05470027151461132,false,-0.12151981441007886,false,0.20160282505316274,3.0,-0.05306255514672331,false,-0.05470027151461132,false,-0.12151981441007886,false
2019-09-23,sz.002281,29.299779,29.328636,28.674537,29.251683,29.367112,13656254,410546393.99,2,2.1726,1,-0.3931,0,55.559,1.800089,3.910874,0.17360984795957088,3.0,-0.06478133241085648,false,-0.030910871008686946,false,-0.0854981916766977,false,0.20795792198905477,3.0,-0.06478133241085648,false,-0.030910871008686946,false,-0.0854981916766977,false
2019-09-24,sz.002281,29.376731,30.5695,29.376731,30.107783,29.251683,21779454,680912651.72,2,3.465,1,2.9267,0,55.559,1.800089,6.237309,0.21088564091604448,3.0,-0.09169330069902537,false,-0.07859426248687928,false,-0.13418530351437696,false,0.20595895431954936,3.0,-0.09169330069902537,false,-0.07859426248687928,false,-0.13418530351437696,false
2019-09-25,sz.002281,29.838448,29.915401,28.568727,28.818824,30.107783,17138113,517480820.19,2,2.7266,1,-4.2812,0,55.559,1.800089,4.908123,0.20437049530330517,3.0,-0.029038728297865357,false,-0.03671562031816433,false,-0.1111482203437586,false,0.12088465274318429,3.0,-0.029038728297865357,false,-0.03671562031816433,false,-0.1111482203437586,false
2019-09-26,sz.002281,28.905396,29.011206,27.414435,27.539483,28.818824,15363036,446807132.18,2,2.4442,1,-4.4393,0,55.559,1.800089,4.399778,-0.010031150886367756,2.0,0.021655598981288104,true,0.011526396483187318,true,-0.04994759705547136,false,-0.2838961441159245,1.0,0.021655598981288104,true,0.011526396483187318,true,-0.04994759705547136,false
2019-09-27,sz.002281,27.404816,28.058915,27.404816,27.808818,27.539483,8982715,259723841.44,2,1.4291,1,0.978,0,55.559,1.800089,2.572508,-0.07641206545127312,2.0,-0.0017294873877774508,false,0.009685237251004342,true,-0.059494977456431175,false,-0.26167412004843466,1.0,-0.0017294873877774508,false,0.009685237251004342,true,-0.059494977456431175,false
2019-09-30,sz.002281,27.741484,27.856914,27.154719,27.35672,27.808818,8067719,230504988.03,2,1.2835,1,-1.6257,0,55.559,1.800089,2.310415,-0.20852354913468873,1.0,0.03621662246058732,true,0.004922666167581635,true,-0.03445848040262134,false,-0.28714779437023785,1.0,0.03621662246058732,true,0.004922666167581635,true,-0.03445848040262134,false
